dexNum,name,baseName,type1,type2,total,hp,atk,def,spa,spd,spe
988,Slither Wing,Slither Wing,Bug,Fighting,570,85,135,79,85,105,81
989,Sandy Shocks,Sandy Shocks,Electric,Ground,570,85,81,97,121,85,101
990,Iron Treads,Iron Treads,Ground,Steel,570,90,112,120,72,70,106
991,Iron Bundle,Iron Bundle,Ice,Water,570,56,80,114,124,60,136
992,Iron Hands,Iron Hands,Fighting,Electric,570,154,140,108,50,68,50
993,Iron Jugulis,Iron Jugulis,Dark,Flying,570,94,80,86,122,80,108
994,Iron Moth,Iron Moth,Fire,Poison,570,80,70,60,140,110,110
995,Iron Thorns,Iron Thorns,Rock,Electric,570,100,134,110,70,84,72
996,Frigibax,Frigibax,Dragon,Ice,320,65,75,45,35,45,55
997,Arctibax,Arctibax,Dragon,Ice,423,90,95,66,45,65,62
998,Baxcalibur,Baxcalibur,Dragon,Ice,600,115,145,92,75,86,87
999,Gimmighoul (Chest Form),Gimmighoul,Ghost,,300,45,30,70,75,70,10
999,Gimmighoul (Roaming Form),Gimmighoul,Ghost,,300,45,30,25,75,45,80
1000,Gholdengo,Gholdengo,Steel,Ghost,550,87,60,95,133,91,84
1001,Wo-Chien,Wo-Chien,Dark,Grass,570,85,85,100,95,135,70
1002,Chien-Pao,Chien-Pao,Dark,Ice,570,80,120,80,90,65,135
1003,Ting-Lu,Ting-Lu,Dark,Ground,570,155,110,125,55,80,45
1004,Chi-Yu,Chi-Yu,Dark,Fire,570,55,80,80,135,120,100
1005,Roaring Moon,Roaring Moon,Dragon,Dark,590,105,139,71,55,101,119
1006,Iron Valiant,Iron Valiant,Fairy,Fighting,590,74,130,90,120,60,116
1007,Koraidon,Koraidon,Fighting,Dragon,670,100,135,115,85,100,135
1008,Miraidon,Miraidon,Electric,Dragon,670,100,85,100,135,115,135
1009,Walking Wake,Walking Wake,Water,Dragon,590,99,83,91,125,83,109
1010,Iron Leaves,Iron Leaves,Grass,Psychic,590,90,130,88,70,108,104
1011,Dipplin,Dipplin,Grass,Dragon,485,80,80,110,95,80,40
1012,Poltchageist,Poltchageist,Grass,Ghost,308,40,45,45,74,54,50
1013,Sinistcha,Sinistcha,Grass,Ghost,508,71,60,106,121,80,70
1014,Okidogi,Okidogi,Poison,Fighting,555,88,128,115,58,86,80
1015,Munkidori,Munkidori,Poison,Psychic,555,88,75,66,130,90,106
1016,Fezandipiti,Fezandipiti,Poison,Fairy,555,88,91,82,70,125,99
1017,Ogerpon (Teal Mask),Ogerpon,Grass,,550,80,120,84,60,96,110
1017,Ogerpon (Wellspring Mask),Ogerpon,Grass,Water,550,80,120,84,60,96,110
1017,Ogerpon (Hearthflame Mask),Ogerpon,Grass,Fire,550,80,120,84,60,96,110
1017,Ogerpon (Cornerstone Mask),Ogerpon,Grass,Rock,550,80,120,84,60,96,110
1018,Archaludon,Archaludon,Steel,Dragon,600,90,105,130,125,65,85
1019,Hydrapple,Hydrapple,Grass,Dragon,540,106,80,110,120,80,44
1020,Gouging Fire,Gouging Fire,Fire,Dragon,590,105,115,121,65,93,91
1021,Raging Bolt,Raging Bolt,Electric,Dragon,590,125,73,91,137,89,75
1022,Iron Boulder,Iron Boulder,Rock,Psychic,590,90,120,80,68,108,124
1023,Iron Crown,Iron Crown,Steel,Psychic,590,90,72,100,122,108,98
1024,Terapagos (Normal Form),Terapagos,Normal,,450,90,65,85,65,85,60
1024,Terapagos (Terastal Form),Terapagos,Normal,,600,95,95,110,105,110,85
1024,Terapagos (Stellar Form),Terapagos,Normal,,700,160,105,110,130,110,85
1025,Pecharunt,Pecharunt,Poison,Ghost,600,88,88,160,88,88,88
